No,MemoryID,Word1,Word2,Title,Poem,EndingRule,Mood,ObservationType,SceneTheme,Location,TimeOfDay,Weather,Brightness,Palette,Subject,Symbol,Composition,Lighting,CameraStyle,Rarity,RareEffect,ImagePrompt,Filename,OutputPath,Generate,GenerationStatus,ReviewStatus,Notes
025,M025,夏の,夏祭り,夏の夏祭り,"ノイズが静かに混ざる。
夏の夏祭りを思い出しそうになる。
夜風だけ覚えていた。",だけが,Serious,Memory,神社の夏祭り,神社参道,夕暮れ,風がある,Bright,warm sunset orange and clear cobalt blue,a lone person seen from behind,提灯と屋台,足元,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 神社の夏祭り at 神社参道. Title concept: 夏の夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: low angle close-up of sandals and wet ground. Time: 夕暮れ. Weather and air: 風がある. Lighting: 月明かり. Color palette: warm sunset orange and clear cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / 夏の夏祭りを思い出しそうになる。 / 夜風だけ覚えていた。.",025.webp,images/memory/025.webp,YES,PENDING,UNREVIEWED,
026,M026,夏の,花火,夏の花火,"月が低く見えた。
ビー玉が最後まで出てこない。
夜だけが残った。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,月夜,微風,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,水面,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: 夏の花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: low angle focused on reflections on water. Time: 月夜. Weather and air: 微風. Lighting: 夕暮れ. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / ビー玉が最後まで出てこない。 / 夜だけが残った。.",026.webp,images/memory/026.webp,YES,PENDING,UNREVIEWED,
027,M027,夏の,ラムネ,夏のラムネ,"汗が少し乾いた。
夏のラムネを思い出しそうになる。
指だけ頑張っていた。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,夜,湿った夜気,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,足元,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: 夏のラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: low angle close-up of sandals and wet ground. Time: 夜. Weather and air: 湿った夜気. Lighting: 青白い光. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 夏のラムネを思い出しそうになる。 / 指だけ頑張っていた。.",027.webp,images/memory/027.webp,YES,PENDING,UNREVIEWED,
028,M028,夏の,夕暮れ,夏の夕暮れ,"夜気がゆっくり近づく。
ビー玉が最後まで出てこない。
影だけ伸びていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,夕暮れ後,湿った夜気,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,長い影と茜空,鳥居,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 夏の夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: symmetrical framing through a shrine gate. Time: 夕暮れ後. Weather and air: 湿った夜気. Lighting: 月明かり. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / ビー玉が最後まで出てこない。 / 影だけ伸びていた。.",028.webp,images/memory/028.webp,YES,PENDING,UNREVIEWED,
029,M029,夏の,鳥居,夏の鳥居,"空はまだ青かった。
夏の鳥居を思い出しそうになる。
足音だけ越えていった。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,夏の午後,薄曇り,Bright,"peach dusk, lavender clouds and reflected gold","no visible person, only traces of presence",鳥居としめ縄,水面,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 夏の鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: low angle focused on reflections on water. Time: 夏の午後. Weather and air: 薄曇り. Lighting: 夕暮れ. Color palette: peach dusk, lavender clouds and reflected gold. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 夏の鳥居を思い出しそうになる。 / 足音だけ越えていった。.",029.webp,images/memory/029.webp,YES,PENDING,UNREVIEWED,
030,M030,夏の,灯籠,夏の灯籠,"空はまだ青かった。
扇風機に向かって『あー』と言いたくなった。
灯りだけ残っていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夕暮れ後,雨上がり,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,手元,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 夏の灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: close-up of hands and an object, face not visible. Time: 夕暮れ後. Weather and air: 雨上がり. Lighting: 青白い光. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 扇風機に向かって『あー』と言いたくなった。 / 灯りだけ残っていた。.",030.webp,images/memory/030.webp,YES,PENDING,UNREVIEWED,
031,M031,夏の,河川敷,夏の河川敷,"空はまだ青かった。
夏の河川敷を思い出しそうになる。
風だけ遊んでいた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,月夜,湿った夜気,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,横顔,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 夏の河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: quiet side profile, facial features soft and indistinct. Time: 月夜. Weather and air: 湿った夜気. Lighting: 花火. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / 夏の河川敷を思い出しそうになる。 / 風だけ遊んでいた。.",031.webp,images/memory/031.webp,YES,PENDING,UNREVIEWED,
032,M032,夏の,蝉時雨,夏の蝉時雨,"月が低く見えた。
屋台の匂いに負けた。
木陰だけ涼しかった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,青い時間,湿った夜気,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,木漏れ日と蝉の気配,横顔,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 夏の蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: quiet side profile, facial features soft and indistinct. Time: 青い時間. Weather and air: 湿った夜気. Lighting: 青白い光. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 屋台の匂いに負けた。 / 木陰だけ涼しかった。.",032.webp,images/memory/032.webp,YES,PENDING,UNREVIEWED,
033,M033,夏の,祭り囃子,夏の祭り囃子,"月が低く見えた。
夏の祭り囃子を思い出しそうになる。
太鼓だけ急いでいた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,時間不明,信号ノイズ,Rare Glitch,"dark violet, red scan noise and electric blue",an empty chair suggesting someone just left,太鼓と揺れる提灯,空,青白い光,404 Memory Camera,RARE,MEMORY NOT FOUND,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 夏の祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: wide view dominated by the summer sky. Time: 時間不明. Weather and air: 信号ノイズ. Lighting: 青白い光. Color palette: dark violet, red scan noise and electric blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 夏の祭り囃子を思い出しそうになる。 / 太鼓だけ急いでいた。. Error label concept: MEMORY NOT FOUND.",033.webp,images/memory/033.webp,YES,PENDING,UNREVIEWED,
034,M034,夏の,帰り道,夏の帰り道,"風鈴がひとつ鳴った。
扇風機に向かって『あー』と言いたくなった。
街灯だけ待っていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,夜,薄曇り,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,手元,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 夏の帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: close-up of hands and an object, face not visible. Time: 夜. Weather and air: 薄曇り. Lighting: 青白い光. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 扇風機に向かって『あー』と言いたくなった。 / 街灯だけ待っていた。.",034.webp,images/memory/034.webp,YES,PENDING,UNREVIEWED,
